ファイル名,科目名,科目コード,開講年度,対象学部,エラータイプ,エラー詳細,正規化後学部名,処理日時
Y000009010.json,プロジェクトリサーチⅡ,Y000009010,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:28:23.908952
Y000009010.json,プロジェクトリサーチⅡ,Y000009010,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:28:23.908960
Y000009010.json,プロジェクトリサーチⅡ,Y000009010,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:28:23.908968
Y000009010.json,プロジェクトリサーチⅡ,Y000009010,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:28:23.908975
Y000009010.json,プロジェクトリサーチⅡ,Y000009010,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:28:23.908981
Y000010010.json,理工インターンシップ（学外実習）Ⅰ,Y000010010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.911195
Y000010010.json,理工インターンシップ（学外実習）Ⅰ,Y000010010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.911217
Y000010020.json,理工インターンシップ（学外実習）Ⅰ,Y000010020,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.915595
Y000010020.json,理工インターンシップ（学外実習）Ⅰ,Y000010020,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:28:23.915616
Y000010030.json,理工インターンシップ（学外実習）Ⅰ,Y000010030,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.917796
Y000010030.json,理工インターンシップ（学外実習）Ⅰ,Y000010030,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:28:23.917816
Y000010040.json,理工インターンシップ（学外実習）Ⅰ,Y000010040,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.920031
Y000010040.json,理工インターンシップ（学外実習）Ⅰ,Y000010040,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:28:23.920053
Y000010050.json,理工インターンシップ（学外実習）Ⅰ,Y000010050,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.922093
Y000010050.json,理工インターンシップ（学外実習）Ⅰ,Y000010050,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:28:23.922113
Y000010060.json,理工インターンシップ（学外実習）Ⅰ,Y000010060,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.924213
Y000010060.json,理工インターンシップ（学外実習）Ⅰ,Y000010060,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:28:23.924235
Y000010060.json,理工インターンシップ（学外実習）Ⅰ,Y000010060,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:28:23.924255
Y000011010.json,理工インターンシップ（学外実習）Ⅱ,Y000011010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.926481
Y000011010.json,理工インターンシップ（学外実習）Ⅱ,Y000011010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.926504
Y000011020.json,理工インターンシップ（学外実習）Ⅱ,Y000011020,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.928382
Y000011020.json,理工インターンシップ（学外実習）Ⅱ,Y000011020,2025,知能情報メディア課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 知能情報メディア課程,知能情報メディア課程,2025-07-01T17:28:23.928399
Y000011030.json,理工インターンシップ（学外実習）Ⅱ,Y000011030,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.930573
Y000011030.json,理工インターンシップ（学外実習）Ⅱ,Y000011030,2025,電子情報通信課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 電子情報通信課程,電子情報通信課程,2025-07-01T17:28:23.930590
Y000011040.json,理工インターンシップ（学外実習）Ⅱ,Y000011040,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.932694
Y000011040.json,理工インターンシップ（学外実習）Ⅱ,Y000011040,2025,機械工学・ロボティクス課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 機械工学·ロボティクス課程,機械工学·ロボティクス課程,2025-07-01T17:28:23.932716
Y000011050.json,理工インターンシップ（学外実習）Ⅱ,Y000011050,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.934525
Y000011050.json,理工インターンシップ（学外実習）Ⅱ,Y000011050,2025,応用化学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 応用化学課程,応用化学課程,2025-07-01T17:28:23.934543
Y000011060.json,理工インターンシップ（学外実習）Ⅱ,Y000011060,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.936187
Y000011060.json,理工インターンシップ（学外実習）Ⅱ,Y000011060,2025,環境生態工学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境生態工学課程,環境生態工学課程,2025-07-01T17:28:23.936203
Y000011060.json,理工インターンシップ（学外実習）Ⅱ,Y000011060,2025,環境科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 環境科学課程,環境科学課程,2025-07-01T17:28:23.936211
Y001001010.json,プログラミング及び実習Ⅰ,Y001001010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.938076
Y001001010.json,プログラミング及び実習Ⅰ,Y001001010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.938093
Y001002010.json,数理情報基礎演習Ａ,Y001002010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.939791
Y001002010.json,数理情報基礎演習Ａ,Y001002010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.939809
Y001003010.json,微積分及び演習Ⅰ,Y001003010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.942001
Y001003010.json,微積分及び演習Ⅰ,Y001003010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.942023
Y001004010.json,線形代数及び演習Ⅰ,Y001004010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.943836
Y001004010.json,線形代数及び演習Ⅰ,Y001004010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.943854
Y001005010.json,数理情報基礎演習Ｂ,Y001005010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.946690
Y001005010.json,数理情報基礎演習Ｂ,Y001005010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.946707
Y001006010.json,微積分及び演習Ⅱ,Y001006010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.948478
Y001006010.json,微積分及び演習Ⅱ,Y001006010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.948517
Y001007010.json,線形代数及び演習Ⅱ,Y001007010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.950481
Y001007010.json,線形代数及び演習Ⅱ,Y001007010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.950498
Y001008010.json,データ分析,Y001008010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.952300
Y001008010.json,データ分析,Y001008010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.952316
Y001009010.json,プログラミング及び実習Ⅱ,Y001009010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.954093
Y001009010.json,プログラミング及び実習Ⅱ,Y001009010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.954109
Y001010010.json,情報処理システムⅠ,Y001010010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.955923
Y001010010.json,情報処理システムⅠ,Y001010010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.955939
Y001011010.json,微分方程式Ⅰ,Y001011010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.958054
Y001011010.json,微分方程式Ⅰ,Y001011010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.958075
Y001012010.json,物理と微分方程式及び演習,Y001012010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.959825
Y001012010.json,物理と微分方程式及び演習,Y001012010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.959848
Y001013010.json,確率統計Ⅰ,Y001013010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.962386
Y001013010.json,確率統計Ⅰ,Y001013010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.962410
Y001014010.json,数値計算法及び演習,Y001014010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.964445
Y001014010.json,数値計算法及び演習,Y001014010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.964467
Y001015010.json,プログラミング及び実習Ⅲ,Y001015010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.966383
Y001015010.json,プログラミング及び実習Ⅲ,Y001015010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.966404
Y001016010.json,情報処理システムⅡ,Y001016010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.968674
Y001016010.json,情報処理システムⅡ,Y001016010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.968697
Y001017010.json,プロジェクト演習,Y001017010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.970800
Y001017010.json,プロジェクト演習,Y001017010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.970822
Y001018010.json,フーリエ解析及び演習,Y001018010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.972880
Y001018010.json,フーリエ解析及び演習,Y001018010,2025,数理・情報科学課程,FACULTY_NOT_FOUND,学部・課程が見つかりません: 数理·情報科学課程,数理·情報科学課程,2025-07-01T17:28:23.972897
Y001019010.json,アルゴリズム及び演習Ⅰ,Y001019010,2025,先端理工学部,FACULTY_NOT_FOUND,学部・課程が見つかりません: 先端理工学部,先端理工学部,2025-07-01T17:28:23.975015
