エラータイプ,エラー内容
処理エラー,科目コード Y006020010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006022010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006023010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006025010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006026010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006027010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006029010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006030010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006032010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006033010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006036010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006037010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006038010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006039010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006040010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006042010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006044010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006045010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006046010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006047010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006049010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006053010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006054010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006055010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006056010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006058010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006059010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006061010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006063011: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006064010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006065010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006067010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006069010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006070010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006072010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006073010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074030: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074050: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074060: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074090: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074110: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074120: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074140: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074150: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074160: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006074170: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075030: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075050: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075060: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075090: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075130: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075140: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075150: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075160: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006075170: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076030: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076050: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076060: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076090: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076130: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076140: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076150: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076160: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006076170: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077660: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077670: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077680: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077700: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077710: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077740: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077780: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077790: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077800: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077810: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y006077820: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009001010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009003010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009003020: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009004010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009005010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009006010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y009007010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z002010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z003010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z004010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z005010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z006010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y00Z009010: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000109: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000116: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000118: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000119: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000123: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000124: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000127: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000128: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000129: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000130: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000131: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000132: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000135: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000136: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000137: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000138: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000139: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000140: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000141: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000142: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000143: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000144: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000145: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000146: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000147: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000148: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000149: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000150: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000151: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000152: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000153: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000154: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000155: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000156: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000157: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000158: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000159: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000160: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000161: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710000162: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001201: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001202: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001203: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001204: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001205: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001206: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001207: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001208: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001209: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001210: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001211: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001212: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001213: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y710001214: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000114: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000118: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000120: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000121: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000124: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000125: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000126: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000127: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000128: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000129: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000135: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000136: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000137: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000138: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000139: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000140: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000141: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000142: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000143: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000144: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000145: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000146: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000400: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y720000401: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000101: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000103: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000106: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000108: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000112: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000113: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000114: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000115: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000116: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000122: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000123: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000124: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000125: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000126: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000127: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000130: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000131: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000132: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000133: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000134: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000135: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000136: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000137: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000138: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000139: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000140: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000141: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000142: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000143: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000144: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000145: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000146: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000147: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000148: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000149: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000150: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000151: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000152: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000153: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000154: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000155: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000156: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000158: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000159: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000160: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000161: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000162: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000163: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000164: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000165: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000166: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000167: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000168: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000169: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000208: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000210: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000211: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000212: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000300: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y730000301: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000100: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000103: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000107: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000108: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000110: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000111: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000113: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000117: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000121: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000122: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000125: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000126: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000127: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000128: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000129: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000130: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000131: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000132: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000133: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000134: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000135: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000136: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000137: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000138: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000143: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000148: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000149: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000155: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000160: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000161: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000163: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000164: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000166: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000167: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000168: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000169: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000170: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000171: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000172: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000173: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000174: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000175: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000177: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000179: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000181: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000183: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000185: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000187: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000189: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000191: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000193: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000195: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000197: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000199: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000213: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000300: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000301: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000302: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000303: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000304: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000305: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000452: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000630: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000641: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y740000642: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000101: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000107: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000108: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000116: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000117: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000118: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000119: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000120: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000121: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000122: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000123: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000124: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000125: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000126: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000127: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000128: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000129: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000130: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000131: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000132: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000133: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000134: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000135: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000136: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000137: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000138: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000139: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000142: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000143: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000144: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000145: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000146: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000147: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000148: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000149: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000150: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000151: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000152: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000153: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000156: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000157: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000158: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000159: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000160: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000161: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000162: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000163: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000164: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000165: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000168: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y750000169: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000105: エラーが発生しました: cannot unpack non-iterable bool object
